classifier,PCA,accuracy,precision,recall,f1 score,duration,samples,tp,tn,fp,fn
Perceptron,20,0.984496124,0.613333333,0.289308176,0.393162393,0.003385417,45793,0,9084,75,0
Perceptron,20,0.861427094,0.78649635,0.962053571,0.865461847,0.000260417,45793,0,419,548,0
RandomForestClassifier,20,0.999344907,1,0.962264151,0.980769231,0.025,45793,0,9006,153,0
RandomForestClassifier,20,0.995863495,0.997757848,0.993303571,0.995525727,0.003385417,45793,0,521,446,0
GaussianNB,20,0.976416639,0.388235294,0.622641509,0.47826087,0.004427083,45793,0,8904,255,0
GaussianNB,20,0.930713547,0.979848866,0.868303571,0.920710059,0,45793,0,570,397,0
AdaBoostClassifier,20,0.99901736,0.987012987,0.955974843,0.971246006,0.12109375,45793,0,9005,154,0
AdaBoostClassifier,20,0.992761117,0.993288591,0.991071429,0.992178771,0.0140625,45793,0,520,447,0
MLPClassifier,20,0.993994978,0.90625,0.729559748,0.808362369,4.6296875,45793,0,9031,128,0
MLPClassifier,20,0.987590486,0.982300885,0.991071429,0.986666667,0.7625,45793,0,515,452,0
gradient_boosti,20,0.999126542,0.993464052,0.955974843,0.974358974,0.900520833,45793,0,9006,153,0
gradient_boosti,20,0.996897622,0.997762864,0.995535714,0.996648045,0.176041667,45793,0,520,447,0
DecisionTreeClassifier,20,0.999126542,0.974842767,0.974842767,0.974842767,0.039583333,45793,0,9000,159,0
DecisionTreeClassifier,20,0.984488108,0.984340045,0.982142857,0.983240223,0.000260417,45793,0,520,447,0
LogisticRegression,20,0.944753794,0.232665639,0.949685535,0.373762376,0.007291667,45793,0,8510,649,0
LogisticRegression,20,0.976215098,0.98185941,0.966517857,0.974128234,0.001822917,45793,0,526,441,0
Perceptron,20,0.984496124,0.613333333,0.289308176,0.393162393,0.002864583,45793,0,9084,75,0
Perceptron,20,0.861427094,0.78649635,0.962053571,0.865461847,0,45793,0,419,548,0
RandomForestClassifier,20,0.99901736,1,0.943396226,0.970873786,0.02421875,45793,0,9009,150,0
RandomForestClassifier,20,0.995863495,0.997757848,0.993303571,0.995525727,0.003125,45793,0,521,446,0
GaussianNB,20,0.976416639,0.388235294,0.622641509,0.47826087,0.004166667,45793,0,8904,255,0
GaussianNB,20,0.930713547,0.979848866,0.868303571,0.920710059,0,45793,0,570,397,0
AdaBoostClassifier,20,0.99901736,0.987012987,0.955974843,0.971246006,0.120833333,45793,0,9005,154,0
AdaBoostClassifier,20,0.992761117,0.993288591,0.991071429,0.992178771,0.0140625,45793,0,520,447,0
MLPClassifier,20,0.990937875,0.887755102,0.547169811,0.677042802,5.220052083,45793,0,9061,98,0
MLPClassifier,20,0.987590486,0.986607143,0.986607143,0.986607143,0.73359375,45793,0,519,448,0
gradient_boosti,20,0.999126542,0.993464052,0.955974843,0.974358974,0.88125,45793,0,9006,153,0
gradient_boosti,20,0.996897622,0.997762864,0.995535714,0.996648045,0.148177083,45793,0,520,447,0
DecisionTreeClassifier,20,0.998580631,0.950617284,0.968553459,0.959501558,0.03984375,45793,0,8997,162,0
DecisionTreeClassifier,20,0.985522234,0.982222222,0.986607143,0.9844098,0.000520833,45793,0,517,450,0
LogisticRegression,20,0.944753794,0.232665639,0.949685535,0.373762376,0.005989583,45793,0,8510,649,0
LogisticRegression,20,0.976215098,0.98185941,0.966517857,0.974128234,0.003385417,45793,0,526,441,0
Perceptron,20,0.984496124,0.613333333,0.289308176,0.393162393,0.004427083,45793,0,9084,75,0
Perceptron,20,0.861427094,0.78649635,0.962053571,0.865461847,0,45793,0,419,548,0
RandomForestClassifier,20,0.998908178,1,0.937106918,0.967532468,0.025260417,45793,0,9010,149,0
RandomForestClassifier,20,0.995863495,0.997757848,0.993303571,0.995525727,0.003125,45793,0,521,446,0
GaussianNB,20,0.976416639,0.388235294,0.622641509,0.47826087,0.004166667,45793,0,8904,255,0
GaussianNB,20,0.930713547,0.979848866,0.868303571,0.920710059,0,45793,0,570,397,0
AdaBoostClassifier,20,0.99901736,0.987012987,0.955974843,0.971246006,0.120833333,45793,0,9005,154,0
AdaBoostClassifier,20,0.992761117,0.993288591,0.991071429,0.992178771,0.013541667,45793,0,520,447,0
MLPClassifier,20,0.987553226,0.699115044,0.496855346,0.580882353,2.026302083,45793,0,9046,113,0
MLPClassifier,20,0.980351603,0.975609756,0.982142857,0.978865406,0.81171875,45793,0,516,451,0
gradient_boosti,20,0.998908178,0.986928105,0.949685535,0.967948718,0.94375,45793,0,9006,153,0
gradient_boosti,20,0.996897622,0.997762864,0.995535714,0.996648045,0.176302083,45793,0,520,447,0
DecisionTreeClassifier,20,0.99901736,0.96875,0.974842767,0.971786834,0.0359375,45793,0,8999,160,0
DecisionTreeClassifier,20,0.98655636,0.9844098,0.986607143,0.985507246,0.000260417,45793,0,518,449,0
LogisticRegression,20,0.944753794,0.232665639,0.949685535,0.373762376,0.00546875,45793,0,8510,649,0
LogisticRegression,20,0.976215098,0.98185941,0.966517857,0.974128234,0.00078125,45793,0,526,441,0
Perceptron,20,0.984496124,0.613333333,0.289308176,0.393162393,0.001822917,45793,0,9084,75,0
Perceptron,20,0.861427094,0.78649635,0.962053571,0.865461847,0,45793,0,419,548,0
RandomForestClassifier,20,0.999126542,1,0.949685535,0.974193548,0.025,45793,0,9008,151,0
RandomForestClassifier,20,0.995863495,0.997757848,0.993303571,0.995525727,0.003125,45793,0,521,446,0
GaussianNB,20,0.976416639,0.388235294,0.622641509,0.47826087,0.004166667,45793,0,8904,255,0
GaussianNB,20,0.930713547,0.979848866,0.868303571,0.920710059,0,45793,0,570,397,0
AdaBoostClassifier,20,0.99901736,0.987012987,0.955974843,0.971246006,0.121614583,45793,0,9005,154,0
AdaBoostClassifier,20,0.992761117,0.993288591,0.991071429,0.992178771,0.01328125,45793,0,520,447,0
MLPClassifier,20,0.993012338,0.905982906,0.666666667,0.768115942,6.7,45793,0,9042,117,0
MLPClassifier,20,0.977249224,0.975446429,0.975446429,0.975446429,1.86875,45793,0,519,448,0
gradient_boosti,20,0.99901736,0.993421053,0.949685535,0.971061093,1.959635417,45793,0,9007,152,0
gradient_boosti,20,0.996897622,0.997762864,0.995535714,0.996648045,0.103385417,45793,0,520,447,0
DecisionTreeClassifier,20,0.998908178,0.968553459,0.968553459,0.968553459,0.010416667,45793,0,9000,159,0
DecisionTreeClassifier,20,0.987590486,0.982300885,0.991071429,0.986666667,0.00078125,45793,0,515,452,0
LogisticRegression,20,0.944753794,0.232665639,0.949685535,0.373762376,0.008333333,45793,0,8510,649,0
LogisticRegression,20,0.976215098,0.98185941,0.966517857,0.974128234,0.002864583,45793,0,526,441,0
Perceptron,20,0.984496124,0.613333333,0.289308176,0.393162393,0.004947917,45793,0,9084,75,0
Perceptron,20,0.861427094,0.78649635,0.962053571,0.865461847,0.000520833,45793,0,419,548,0
RandomForestClassifier,20,0.999235724,1,0.955974843,0.977491961,0.040364583,45793,0,9007,152,0
RandomForestClassifier,20,0.996897622,0.997762864,0.995535714,0.996648045,0.00546875,45793,0,520,447,0
GaussianNB,20,0.976416639,0.388235294,0.622641509,0.47826087,0.007552083,45793,0,8904,255,0
GaussianNB,20,0.930713547,0.979848866,0.868303571,0.920710059,0,45793,0,570,397,0
AdaBoostClassifier,20,0.99901736,0.987012987,0.955974843,0.971246006,0.21875,45793,0,9005,154,0
AdaBoostClassifier,20,0.992761117,0.993288591,0.991071429,0.992178771,0.025520833,45793,0,520,447,0
MLPClassifier,20,0.989081777,0.831460674,0.465408805,0.596774194,5.6484375,45793,0,9070,89,0
MLPClassifier,20,0.981385729,0.977777778,0.982142857,0.979955457,0.763541667,45793,0,517,450,0
gradient_boosti,20,0.998798996,0.986842105,0.943396226,0.964630225,0.894791667,45793,0,9007,152,0
gradient_boosti,20,0.996897622,0.997762864,0.995535714,0.996648045,0.160677083,45793,0,520,447,0
DecisionTreeClassifier,20,0.999126542,0.974842767,0.974842767,0.974842767,0.039322917,45793,0,9000,159,0
DecisionTreeClassifier,20,0.98655636,0.9844098,0.986607143,0.985507246,0.000520833,45793,0,518,449,0
LogisticRegression,20,0.944753794,0.232665639,0.949685535,0.373762376,0.00625,45793,0,8510,649,0
LogisticRegression,20,0.976215098,0.98185941,0.966517857,0.974128234,0.00234375,45793,0,526,441,0
Perceptron,20,0.984496124,0.613333333,0.289308176,0.393162393,0.003645833,45793,0,9084,75,0
Perceptron,20,0.861427094,0.78649635,0.962053571,0.865461847,0.000520833,45793,0,419,548,0
RandomForestClassifier,20,0.999344907,1,0.962264151,0.980769231,0.025260417,45793,0,9006,153,0
RandomForestClassifier,20,0.995863495,0.997757848,0.993303571,0.995525727,0.003125,45793,0,521,446,0
GaussianNB,20,0.976416639,0.388235294,0.622641509,0.47826087,0.004166667,45793,0,8904,255,0
GaussianNB,20,0.930713547,0.979848866,0.868303571,0.920710059,0,45793,0,570,397,0
AdaBoostClassifier,20,0.99901736,0.987012987,0.955974843,0.971246006,0.121614583,45793,0,9005,154,0
AdaBoostClassifier,20,0.992761117,0.993288591,0.991071429,0.992178771,0.013541667,45793,0,520,447,0
MLPClassifier,20,0.993885795,0.925619835,0.704402516,0.8,5.80234375,45793,0,9038,121,0
MLPClassifier,20,0.988624612,0.986636971,0.988839286,0.987736901,0.818489583,45793,0,518,449,0
gradient_boosti,20,0.998798996,0.986842105,0.943396226,0.964630225,1.00625,45793,0,9007,152,0
gradient_boosti,20,0.996897622,0.997762864,0.995535714,0.996648045,0.1625,45793,0,520,447,0
DecisionTreeClassifier,30,0.998143902,0.946745562,0.952380952,0.949554896,0.002864583,45793,0,8990,169,0
DecisionTreeClassifier,30,0.989658738,0.988839286,0.988839286,0.988839286,0.000260417,45793,0,519,448,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.008333333,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.00078125,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.002083333,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0,45793,0,465,502,0
RandomForestClassifier,30,0.998362267,0.987261146,0.922619048,0.953846154,0.026302083,45793,0,9002,157,0
RandomForestClassifier,30,0.995863495,0.995535714,0.995535714,0.995535714,0.003125,45793,0,519,448,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.0046875,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0.000260417,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.129947917,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.013541667,45793,0,521,446,0
MLPClassifier,30,0.995523529,0.920529801,0.827380952,0.871473354,5.238541667,45793,0,9008,151,0
MLPClassifier,30,0.985522234,0.982222222,0.986607143,0.9844098,0.757552083,45793,0,517,450,0
gradient_boosti,30,0.99803472,0.987012987,0.904761905,0.944099379,0.930208333,45793,0,9005,154,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.177083333,45793,0,521,446,0
DecisionTreeClassifier,30,0.998362267,0.958083832,0.952380952,0.955223881,0.033333333,45793,0,8992,167,0
DecisionTreeClassifier,30,0.987590486,0.984444444,0.988839286,0.986636971,0.000260417,45793,0,517,450,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.00390625,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.00078125,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.00234375,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0,45793,0,465,502,0
RandomForestClassifier,30,0.998689813,0.993670886,0.93452381,0.963190184,0.02578125,45793,0,9001,158,0
RandomForestClassifier,30,0.995863495,0.995535714,0.995535714,0.995535714,0.003125,45793,0,519,448,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.004427083,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.122916667,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.013541667,45793,0,521,446,0
MLPClassifier,30,0.994213342,0.88590604,0.785714286,0.832807571,4.43046875,45793,0,9010,149,0
MLPClassifier,30,0.982419855,0.977827051,0.984375,0.9810901,0.776302083,45793,0,516,451,0
gradient_boosti,30,0.998143902,0.98089172,0.916666667,0.947692308,0.92578125,45793,0,9002,157,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.1609375,45793,0,521,446,0
DecisionTreeClassifier,30,0.998143902,0.946745562,0.952380952,0.949554896,0.038541667,45793,0,8990,169,0
DecisionTreeClassifier,30,0.988624612,0.986636971,0.988839286,0.987736901,0.000260417,45793,0,518,449,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.00390625,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.00078125,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.002604167,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0,45793,0,465,502,0
RandomForestClassifier,30,0.998253084,0.987179487,0.916666667,0.950617284,0.025,45793,0,9003,156,0
RandomForestClassifier,30,0.995863495,0.995535714,0.995535714,0.995535714,0.003385417,45793,0,519,448,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.004427083,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.12734375,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.01484375,45793,0,521,446,0
MLPClassifier,30,0.994759253,0.922535211,0.779761905,0.84516129,5.453385417,45793,0,9017,142,0
MLPClassifier,30,0.990692865,0.988864143,0.991071429,0.989966555,0.744270833,45793,0,518,449,0
gradient_boosti,30,0.997816355,0.96835443,0.910714286,0.938650307,0.845833333,45793,0,9001,158,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.166666667,45793,0,521,446,0
DecisionTreeClassifier,30,0.998362267,0.958083832,0.952380952,0.955223881,0.039583333,45793,0,8992,167,0
DecisionTreeClassifier,30,0.992761117,0.991091314,0.993303571,0.99219621,0.000260417,45793,0,518,449,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.004427083,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.00078125,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.002083333,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0,45793,0,465,502,0
RandomForestClassifier,30,0.998362267,0.993548387,0.916666667,0.953560372,0.02421875,45793,0,9004,155,0
RandomForestClassifier,30,0.995863495,0.995535714,0.995535714,0.995535714,0.003125,45793,0,519,448,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.004166667,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.123697917,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.013541667,45793,0,521,446,0
MLPClassifier,30,0.995741893,0.932885906,0.827380952,0.876971609,5.520572917,45793,0,9010,149,0
MLPClassifier,30,0.983453981,0.975770925,0.988839286,0.982261641,0.75703125,45793,0,513,454,0
gradient_boosti,30,0.997925538,0.968553459,0.916666667,0.941896024,0.89765625,45793,0,9000,159,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.2,45793,0,521,446,0
DecisionTreeClassifier,30,0.998143902,0.946745562,0.952380952,0.949554896,0.039583333,45793,0,8990,169,0
DecisionTreeClassifier,30,0.987590486,0.986607143,0.986607143,0.986607143,0.000520833,45793,0,519,448,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.006770833,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.001041667,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.002604167,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0,45793,0,465,502,0
RandomForestClassifier,30,0.998471449,0.993589744,0.922619048,0.956790123,0.02578125,45793,0,9003,156,0
RandomForestClassifier,30,0.994829369,0.993318486,0.995535714,0.994425864,0.003125,45793,0,518,449,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.0046875,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0.000260417,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.1234375,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.0140625,45793,0,521,446,0
MLPClassifier,30,0.993449066,0.850649351,0.779761905,0.813664596,5.146875,45793,0,9005,154,0
MLPClassifier,30,0.990692865,0.986696231,0.993303571,0.989988877,0.7390625,45793,0,516,451,0
gradient_boosti,30,0.99803472,0.987012987,0.904761905,0.944099379,0.898177083,45793,0,9005,154,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.189322917,45793,0,521,446,0
DecisionTreeClassifier,30,0.998143902,0.952095808,0.946428571,0.949253731,0.039583333,45793,0,8992,167,0
DecisionTreeClassifier,30,0.992761117,0.991091314,0.993303571,0.99219621,0.000520833,45793,0,518,449,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.005989583,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.002604167,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.00390625,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0,45793,0,465,502,0
RandomForestClassifier,30,0.998580631,0.993630573,0.928571429,0.96,0.025520833,45793,0,9002,157,0
RandomForestClassifier,30,0.995863495,0.995535714,0.995535714,0.995535714,0.003125,45793,0,519,448,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.004166667,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.125,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.013541667,45793,0,521,446,0
MLPClassifier,30,0.99312152,0.852348993,0.755952381,0.80126183,5.644270833,45793,0,9010,149,0
MLPClassifier,30,0.985522234,0.984375,0.984375,0.984375,0.71640625,45793,0,519,448,0
gradient_boosti,30,0.998471449,0.987341772,0.928571429,0.957055215,0.879166667,45793,0,9001,158,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.1640625,45793,0,521,446,0
DecisionTreeClassifier,30,0.998143902,0.952095808,0.946428571,0.949253731,0.038802083,45793,0,8992,167,0
DecisionTreeClassifier,30,0.989658738,0.984513274,0.993303571,0.988888889,0.000260417,45793,0,515,452,0
LogisticRegression,30,0.953815919,0.282793867,0.988095238,0.439735099,0.009895833,45793,0,8572,587,0
LogisticRegression,30,0.979317477,0.988584475,0.966517857,0.977426637,0.00078125,45793,0,529,438,0
Perceptron,30,0.983185937,0.55,0.458333333,0.5,0.002083333,45793,0,9019,140,0
Perceptron,30,0.894519131,0.844621514,0.946428571,0.892631579,0.000520833,45793,0,465,502,0
RandomForestClassifier,30,0.998471449,0.987341772,0.928571429,0.957055215,0.026302083,45793,0,9001,158,0
RandomForestClassifier,30,0.996897622,0.997762864,0.995535714,0.996648045,0.003385417,45793,0,520,447,0
GaussianNB,30,0.978600284,0.453642384,0.81547619,0.582978723,0.004427083,45793,0,8857,302,0
GaussianNB,30,0.928645295,1,0.845982143,0.916565901,0,45793,0,588,379,0
AdaBoostClassifier,30,0.99901736,0.987730061,0.958333333,0.972809668,0.123958333,45793,0,8996,163,0
AdaBoostClassifier,30,0.991726991,0.993273543,0.988839286,0.991051454,0.013802083,45793,0,521,446,0
MLPClassifier,30,0.994540889,0.864197531,0.833333333,0.848484848,5.763020833,45793,0,8997,162,0
MLPClassifier,30,0.98655636,0.982261641,0.988839286,0.985539488,0.713802083,45793,0,516,451,0
gradient_boosti,30,0.99803472,0.993421053,0.898809524,0.94375,0.864322917,45793,0,9007,152,0
gradient_boosti,30,0.995863495,0.997757848,0.993303571,0.995525727,0.180729167,45793,0,521,446,0
New,attempt,22.03.2023,,,,,,,,,
DecisionTreeClassifier,40,0.998253084,0.959537572,0.948571429,0.954022989,0.002604167,45793,,,,
DecisionTreeClassifier,40,0.988624612,0.984269663,0.990950226,0.954022989,0.000260417,45793,,,,
LogisticRegression,40,0.955126105,0.292253521,0.948571429,0.446837147,0.005989583,45793,,,,
LogisticRegression,40,0.970010341,0.979118329,0.954751131,0.446837147,0.001041667,45793,,,,
Perceptron,40,0.98231248,0.556521739,0.365714286,0.44137931,0.002083333,45793,,,,
Perceptron,40,0.853154085,0.776752768,0.952488688,0.44137931,0.000260417,45793,,,,
RandomForestClassifier,40,0.998471449,0.993865031,0.925714286,0.958579882,0.026041667,45793,,,,
RandomForestClassifier,40,0.996897622,0.997732426,0.995475113,0.958579882,0.003385417,45793,,,,
GaussianNB,40,0.973905448,0.385714286,0.617142857,0.474725275,0.0046875,45793,,,,
GaussianNB,40,0.934850052,0.982188295,0.873303167,0.474725275,0.000260417,45793,,,,
AdaBoostClassifier,40,0.999126542,1,0.954285714,0.976608187,0.138802083,45793,,,,
AdaBoostClassifier,40,0.991726991,0.990950226,0.990950226,0.976608187,0.023697917,45793,,,,
MLPClassifier,40,0.990282782,0.798611111,0.657142857,0.721003135,7.539322917,45793,,,,
MLPClassifier,40,0.983453981,0.971238938,0.99321267,0.721003135,0.838020833,45793,,,,
gradient_boosti,40,0.998253084,0.981818182,0.925714286,0.952941176,0.975,45793,,,,
gradient_boosti,40,0.993795243,0.99321267,0.99321267,0.952941176,0.175520833,45793,,,,
GradientBoostingClassifier,40,0.980893111,0,0,0,0.244270833,45793,,,,
GradientBoostingClassifier,40,0.992761117,0.990970655,0.99321267,0,0.003385417,45793,,,,
DecisionTreeClassifier,40,0.998362267,0.965116279,0.948571429,0.956772334,0.002864583,45793,,,,
DecisionTreeClassifier,40,0.987590486,0.98206278,0.990950226,0.956772334,0.000520833,45793,,,,
LogisticRegression,40,0.955126105,0.292253521,0.948571429,0.446837147,0.005208333,45793,,,,
LogisticRegression,40,0.970010341,0.979118329,0.954751131,0.446837147,0.000260417,45793,,,,
Perceptron,40,0.98231248,0.556521739,0.365714286,0.44137931,0.001302083,45793,,,,
Perceptron,40,0.853154085,0.776752768,0.952488688,0.44137931,0.000260417,45793,,,,
RandomForestClassifier,40,0.998143902,0.99375,0.908571429,0.949253731,0.024739583,45793,,,,
RandomForestClassifier,40,0.996897622,0.997732426,0.995475113,0.949253731,0.003385417,45793,,,,
GaussianNB,40,0.973905448,0.385714286,0.617142857,0.474725275,0.0046875,45793,,,,
GaussianNB,40,0.934850052,0.982188295,0.873303167,0.474725275,0,45793,,,,
AdaBoostClassifier,40,0.999126542,1,0.954285714,0.976608187,0.1265625,45793,,,,
AdaBoostClassifier,40,0.991726991,0.990950226,0.990950226,0.976608187,0.014322917,45793,,,,
AdaBoostClassifier,40,0.998798996,0.948051948,0.979865772,0.96369637,0.128645833,45793,,,,
AdaBoostClassifier,40,0.993795243,0.991452991,0.995708155,0.96369637,0.013541667,45793,,,,
DecisionTreeClassifier,40,0.997707173,0.931506849,0.925170068,0.928327645,0.003125,45793,,,,
DecisionTreeClassifier,40,0.988624612,0.986636971,0.988839286,0.928327645,0.000260417,45793,,,,
LogisticRegression,40,0.960476035,0.278350515,0.918367347,0.42721519,0.003385417,45793,,,,
LogisticRegression,40,0.977249224,0.98630137,0.964285714,0.42721519,0.002604167,45793,,,,
Perceptron,40,0.984386942,0.515384615,0.455782313,0.483754513,0.00390625,45793,,,,
Perceptron,40,0.918304033,0.895074946,0.933035714,0.483754513,0,45793,,,,
RandomForestClassifier,40,0.99901736,0.985915493,0.952380952,0.968858131,0.02421875,45793,,,,
RandomForestClassifier,40,0.997931748,1,0.995535714,0.968858131,0.003125,45793,,,,
GaussianNB,40,0.974232995,0.352159468,0.721088435,0.473214286,0.004947917,45793,,,,
GaussianNB,40,0.923474664,0.986979167,0.845982143,0.473214286,0,45793,,,,
AdaBoostClassifier,40,0.999235724,0.986111111,0.965986395,0.975945017,0.121875,45793,,,,
AdaBoostClassifier,40,0.994829369,0.995525727,0.993303571,0.975945017,0.013541667,45793,,,,
MLPClassifier,40,0.988645049,0.672,0.571428571,0.617647059,7.732552083,45793,,,,
MLPClassifier,40,0.991726991,0.993273543,0.988839286,0.617647059,3.87578125,45793,,,,
gradient_boosti,40,0.998689813,0.959183673,0.959183673,0.959183673,4.024739583,45793,,,,
gradient_boosti,40,0.996897622,1,0.993303571,0.959183673,0.154947917,45793,,,,
GradientBoostingClassifier,40,0.983950213,0,0,0,0.235677083,45793,,,,
GradientBoostingClassifier,40,0.996897622,1,0.993303571,0,0.003125,45793,,,,
25.03.2023,,,,,,,,,,,
DecisionTreeClassifier,40,0.998362267,0.93902439,0.968553459,0.953560372,0.003125,45793,,,,
DecisionTreeClassifier,40,0.980351603,0.971175166,0.986486486,0.953560372,0.000260417,45793,,,,
LogisticRegression,40,0.897259526,0.13729128,0.93081761,0.239288601,0.008854167,45793,,,,
LogisticRegression,40,0.976215098,0.983908046,0.963963964,0.239288601,0.001822917,45793,,,,
Perceptron,40,0.983731848,0.569444444,0.257861635,0.354978355,0.004166667,45793,,,,
Perceptron,40,0.890382627,0.831372549,0.954954955,0.354978355,0,45793,,,,
RandomForestClassifier,40,0.999235724,1,0.955974843,0.977491961,0.0265625,45793,,,,
RandomForestClassifier,40,0.995863495,0.997737557,0.993243243,0.977491961,0.003125,45793,,,,
GaussianNB,40,0.975215635,0.370229008,0.610062893,0.460807601,0.005729167,45793,,,,
GaussianNB,40,0.926577042,0.984415584,0.853603604,0.460807601,0,45793,,,,
AdaBoostClassifier,40,0.999126542,1,0.949685535,0.974193548,0.126822917,45793,,,,
AdaBoostClassifier,40,0.992761117,0.997722096,0.986486486,0.974193548,0.0140625,45793,,,,
MLPClassifier,40,0.993012338,0.814569536,0.773584906,0.793548387,11.7171875,45793,,,,
MLPClassifier,40,0.994829369,0.995485327,0.993243243,0.793548387,10.99479167,45793,,,,
gradient_boosti,40,0.998798996,0.986842105,0.943396226,0.964630225,11.1390625,45793,,,,
gradient_boosti,40,0.993795243,0.995475113,0.990990991,0.964630225,0.163541667,45793,,,,
GradientBoostingClassifier,40,0.982640026,0,0,0,0.26328125,45793,,,,
GradientBoostingClassifier,40,0.991726991,0.99321267,0.988738739,0,0.003385417,45793,,,,
DecisionTreeClassifier,40,0.998580631,0.95625,0.962264151,0.959247649,0.003125,45793,,,,
DecisionTreeClassifier,40,0.985522234,0.98206278,0.986486486,0.959247649,0.000520833,45793,,,,
LogisticRegression,40,0.897259526,0.13729128,0.93081761,0.239288601,0.006510417,45793,,,,
LogisticRegression,40,0.976215098,0.983908046,0.963963964,0.239288601,0.00078125,45793,,,,
Perceptron,40,0.983731848,0.569444444,0.257861635,0.354978355,0.002864583,45793,,,,
Perceptron,40,0.890382627,0.831372549,0.954954955,0.354978355,0,45793,,,,
