classifier,PCA,accuracy,precision,recall,f1 score,duration,samples,tp,tn,fp,fn
AdaBoostClassifier,20,0.888888889,0.866666667,0.860294118,0.863468635,0.002083333,1662,,,,
MLPClassifier,20,0.915915916,0.928571429,0.860294118,0.893129771,0.04765625,1662,,,,
gradient_boosti,20,0.903903904,0.90625,0.852941176,0.878787879,0.147135417,1662,,,,
GradientBoostingClassifier,20,0.894894895,0.904,0.830882353,0.865900383,0.0015625,1662,,,,
SVC,91,0.81305638,0.770491803,0.728682171,0.749003984,0.00234375,1683,,,,
SVC,91,0.810810811,0.826086957,0.688405797,0.750988142,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.887240356,0.852713178,0.852713178,0.852713178,0.00234375,1683,,,,
DecisionTreeClassifier,91,0.927927928,0.925373134,0.898550725,0.911764706,0.000260417,1662,,,,
LogisticRegression,91,0.774480712,0.666666667,0.821705426,0.736111111,0.000520833,1683,,,,
LogisticRegression,91,0.786786787,0.718954248,0.797101449,0.756013746,0.000520833,1662,,,,
Perceptron,91,0.816023739,0.751879699,0.775193798,0.763358779,0.000520833,1683,,,,
Perceptron,91,0.777777778,0.753968254,0.688405797,0.71969697,0,1662,,,,
RandomForestClassifier,91,0.890207715,0.903508772,0.798449612,0.847736626,0.003385417,1683,,,,
RandomForestClassifier,91,0.930930931,0.952755906,0.876811594,0.913207547,0.003125,1662,,,,
GaussianNB,91,0.801186944,0.758333333,0.705426357,0.730923695,0.003125,1683,,,,
GaussianNB,91,0.597597598,0.511235955,0.65942029,0.575949367,0,1662,,,,
AdaBoostClassifier,91,0.872403561,0.825757576,0.84496124,0.835249042,0.00703125,1683,,,,
AdaBoostClassifier,91,0.918918919,0.893617021,0.913043478,0.903225806,0.006510417,1662,,,,
MLPClassifier,91,0.887240356,0.876033058,0.821705426,0.848,0.039583333,1683,,,,
MLPClassifier,91,0.918918919,0.888111888,0.920289855,0.903914591,0.072916667,1662,,,,
gradient_boosti,91,0.90504451,0.914529915,0.829457364,0.869918699,0.332291667,1683,,,,
gradient_boosti,91,0.918918919,0.958677686,0.84057971,0.895752896,0.27890625,1662,,,,
GradientBoostingClassifier,91,0.878338279,0.828358209,0.860465116,0.844106464,0.325,1683,,,,
GradientBoostingClassifier,91,0.885885886,0.862318841,0.862318841,0.862318841,0.004947917,1662,,,,
SVC,91,0.81305638,0.770491803,0.728682171,0.749003984,0.001822917,1683,,,,
SVC,91,0.810810811,0.826086957,0.688405797,0.750988142,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.881305638,0.850393701,0.837209302,0.84375,0.002864583,1683,,,,
DecisionTreeClassifier,91,0.924924925,0.92481203,0.891304348,0.907749077,0.000520833,1662,,,,
LogisticRegression,91,0.774480712,0.666666667,0.821705426,0.736111111,0.00078125,1683,,,,
LogisticRegression,91,0.786786787,0.718954248,0.797101449,0.756013746,0.000260417,1662,,,,
Perceptron,91,0.816023739,0.751879699,0.775193798,0.763358779,0.000520833,1683,,,,
Perceptron,91,0.777777778,0.753968254,0.688405797,0.71969697,0,1662,,,,
RandomForestClassifier,91,0.887240356,0.882352941,0.813953488,0.846774194,0.003645833,1683,,,,
RandomForestClassifier,91,0.930930931,0.952755906,0.876811594,0.913207547,0.003125,1662,,,,
GaussianNB,91,0.801186944,0.758333333,0.705426357,0.730923695,0.003385417,1683,,,,
GaussianNB,91,0.597597598,0.511235955,0.65942029,0.575949367,0,1662,,,,
AdaBoostClassifier,91,0.872403561,0.825757576,0.84496124,0.835249042,0.006510417,1683,,,,
AdaBoostClassifier,91,0.918918919,0.893617021,0.913043478,0.903225806,0.006510417,1662,,,,
MLPClassifier,91,0.890207715,0.865079365,0.84496124,0.854901961,0.052083333,1683,,,,
MLPClassifier,91,0.918918919,0.888111888,0.920289855,0.903914591,0.0375,1662,,,,
gradient_boosti,91,0.90504451,0.914529915,0.829457364,0.869918699,0.191927083,1683,,,,
gradient_boosti,91,0.918918919,0.958677686,0.84057971,0.895752896,0.144791667,1662,,,,
GradientBoostingClassifier,91,0.878338279,0.828358209,0.860465116,0.844106464,0.158072917,1683,,,,
GradientBoostingClassifier,91,0.885885886,0.862318841,0.862318841,0.862318841,0.008072917,1662,,,,
SVC,91,0.81305638,0.770491803,0.728682171,0.749003984,0.004947917,1683,,,,
SVC,91,0.810810811,0.826086957,0.688405797,0.750988142,0.004427083,1662,,,,
DecisionTreeClassifier,91,0.878338279,0.85483871,0.821705426,0.837944664,0.004947917,1683,,,,
DecisionTreeClassifier,91,0.930930931,0.938931298,0.891304348,0.914498141,0.000520833,1662,,,,
LogisticRegression,91,0.774480712,0.666666667,0.821705426,0.736111111,0.00078125,1683,,,,
LogisticRegression,91,0.786786787,0.718954248,0.797101449,0.756013746,0.000260417,1662,,,,
Perceptron,91,0.816023739,0.751879699,0.775193798,0.763358779,0.001041667,1683,,,,
Perceptron,91,0.777777778,0.753968254,0.688405797,0.71969697,0.000260417,1662,,,,
RandomForestClassifier,91,0.887240356,0.882352941,0.813953488,0.846774194,0.005729167,1683,,,,
RandomForestClassifier,91,0.930930931,0.952755906,0.876811594,0.913207547,0.005208333,1662,,,,
GaussianNB,91,0.801186944,0.758333333,0.705426357,0.730923695,0.005208333,1683,,,,
GaussianNB,91,0.597597598,0.511235955,0.65942029,0.575949367,0,1662,,,,
AdaBoostClassifier,91,0.872403561,0.825757576,0.84496124,0.835249042,0.011458333,1683,,,,
AdaBoostClassifier,91,0.918918919,0.893617021,0.913043478,0.903225806,0.0109375,1662,,,,
MLPClassifier,91,0.896142433,0.879032258,0.84496124,0.861660079,0.0578125,1683,,,,
MLPClassifier,91,0.912912913,0.875862069,0.920289855,0.897526502,0.0421875,1662,,,,
gradient_boosti,91,0.90504451,0.914529915,0.829457364,0.869918699,0.18671875,1683,,,,
gradient_boosti,91,0.918918919,0.958677686,0.84057971,0.895752896,0.162760417,1662,,,,
GradientBoostingClassifier,91,0.878338279,0.828358209,0.860465116,0.844106464,0.17734375,1683,,,,
GradientBoostingClassifier,91,0.885885886,0.862318841,0.862318841,0.862318841,0.0078125,1662,,,,
SVC,91,0.821958457,0.818181818,0.774834437,0.795918367,0.00234375,1683,,,,
SVC,91,0.804804805,0.779661017,0.702290076,0.738955823,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.899109792,0.887417219,0.887417219,0.887417219,0.003125,1683,,,,
DecisionTreeClassifier,91,0.921921922,0.906976744,0.893129771,0.9,0.000260417,1662,,,,
LogisticRegression,91,0.771513353,0.703296703,0.847682119,0.768768769,0.001041667,1683,,,,
LogisticRegression,91,0.777777778,0.705035971,0.748091603,0.725925926,0.000260417,1662,,,,
Perceptron,91,0.789317507,0.756410256,0.781456954,0.768729642,0.00078125,1683,,,,
Perceptron,91,0.858858859,0.844262295,0.786259542,0.814229249,0,1662,,,,
RandomForestClassifier,91,0.902077151,0.927536232,0.847682119,0.885813149,0.004947917,1683,,,,
RandomForestClassifier,91,0.933933934,0.950413223,0.877862595,0.912698413,0.003125,1662,,,,
GaussianNB,91,0.795252226,0.780821918,0.754966887,0.767676768,0.004427083,1683,,,,
GaussianNB,91,0.612612613,0.505747126,0.671755725,0.57704918,0,1662,,,,
AdaBoostClassifier,91,0.869436202,0.849673203,0.860927152,0.855263158,0.007291667,1683,,,,
AdaBoostClassifier,91,0.915915916,0.893129771,0.893129771,0.893129771,0.006510417,1662,,,,
MLPClassifier,91,0.881305638,0.899280576,0.82781457,0.862068966,0.044270833,1683,,,,
MLPClassifier,91,0.918918919,0.9,0.893129771,0.896551724,0.03984375,1662,,,,
gradient_boosti,91,0.910979228,0.929078014,0.867549669,0.897260274,0.347916667,1683,,,,
gradient_boosti,91,0.90990991,0.910569106,0.854961832,0.881889764,0.313020833,1662,,,,
GradientBoostingClassifier,91,0.881305638,0.872483221,0.860927152,0.866666667,0.37421875,1683,,,,
GradientBoostingClassifier,91,0.882882883,0.838235294,0.870229008,0.853932584,0.004947917,1662,,,,
SVC,91,0.821958457,0.818181818,0.774834437,0.795918367,0.002083333,1683,,,,
SVC,91,0.804804805,0.779661017,0.702290076,0.738955823,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.893175074,0.870967742,0.894039735,0.882352941,0.003125,1683,,,,
DecisionTreeClassifier,91,0.918918919,0.90625,0.885496183,0.895752896,0.000260417,1662,,,,
LogisticRegression,91,0.771513353,0.703296703,0.847682119,0.768768769,0.001822917,1683,,,,
LogisticRegression,91,0.777777778,0.705035971,0.748091603,0.725925926,0.000260417,1662,,,,
Perceptron,91,0.789317507,0.756410256,0.781456954,0.768729642,0.00078125,1683,,,,
Perceptron,91,0.858858859,0.844262295,0.786259542,0.814229249,0,1662,,,,
RandomForestClassifier,91,0.893175074,0.925925926,0.82781457,0.874125874,0.003645833,1683,,,,
RandomForestClassifier,91,0.933933934,0.950413223,0.877862595,0.912698413,0.002864583,1662,,,,
GaussianNB,91,0.795252226,0.780821918,0.754966887,0.767676768,0.003645833,1683,,,,
GaussianNB,91,0.612612613,0.505747126,0.671755725,0.57704918,0,1662,,,,
AdaBoostClassifier,91,0.869436202,0.849673203,0.860927152,0.855263158,0.006770833,1683,,,,
AdaBoostClassifier,91,0.915915916,0.893129771,0.893129771,0.893129771,0.00625,1662,,,,
MLPClassifier,91,0.878338279,0.887323944,0.834437086,0.860068259,0.040625,1683,,,,
MLPClassifier,91,0.90990991,0.879699248,0.893129771,0.886363636,0.030729167,1662,,,,
gradient_boosti,91,0.910979228,0.929078014,0.867549669,0.897260274,0.281510417,1683,,,,
gradient_boosti,91,0.90990991,0.910569106,0.854961832,0.881889764,0.296875,1662,,,,
GradientBoostingClassifier,91,0.881305638,0.872483221,0.860927152,0.866666667,0.354947917,1683,,,,
GradientBoostingClassifier,91,0.882882883,0.838235294,0.870229008,0.853932584,0.004947917,1662,,,,
SVC,91,0.821958457,0.818181818,0.774834437,0.795918367,0.002083333,1683,,,,
SVC,91,0.804804805,0.779661017,0.702290076,0.738955823,0.001822917,1662,,,,
DecisionTreeClassifier,91,0.899109792,0.887417219,0.887417219,0.887417219,0.003125,1683,,,,
DecisionTreeClassifier,91,0.918918919,0.912698413,0.877862595,0.894941634,0.000260417,1662,,,,
LogisticRegression,91,0.771513353,0.703296703,0.847682119,0.768768769,0.001041667,1683,,,,
LogisticRegression,91,0.777777778,0.705035971,0.748091603,0.725925926,0.000260417,1662,,,,
Perceptron,91,0.789317507,0.756410256,0.781456954,0.768729642,0.00078125,1683,,,,
Perceptron,91,0.858858859,0.844262295,0.786259542,0.814229249,0,1662,,,,
RandomForestClassifier,91,0.887240356,0.918518519,0.821192053,0.867132867,0.00390625,1683,,,,
RandomForestClassifier,91,0.936936937,0.958333333,0.877862595,0.916334661,0.003125,1662,,,,
GaussianNB,91,0.795252226,0.780821918,0.754966887,0.767676768,0.00390625,1683,,,,
GaussianNB,91,0.612612613,0.505747126,0.671755725,0.57704918,0,1662,,,,
AdaBoostClassifier,91,0.869436202,0.849673203,0.860927152,0.855263158,0.00703125,1683,,,,
AdaBoostClassifier,91,0.915915916,0.893129771,0.893129771,0.893129771,0.006510417,1662,,,,
MLPClassifier,91,0.872403561,0.875,0.834437086,0.854237288,0.112239583,1683,,,,
MLPClassifier,91,0.918918919,0.893939394,0.900763359,0.897338403,0.036458333,1662,,,,
gradient_boosti,91,0.910979228,0.929078014,0.867549669,0.897260274,0.32890625,1683,,,,
gradient_boosti,91,0.90990991,0.910569106,0.854961832,0.881889764,0.251822917,1662,,,,
GradientBoostingClassifier,91,0.881305638,0.872483221,0.860927152,0.866666667,0.313541667,1683,,,,
GradientBoostingClassifier,91,0.882882883,0.838235294,0.870229008,0.853932584,0.004947917,1662,,,,
25.03.2023,,,,,,,,,,,
SVC,91,0.810089021,0.768,0.732824427,0.75,0.00234375,1683,,,,
SVC,91,0.840840841,0.830769231,0.776978417,0.802973978,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.890207715,0.8671875,0.847328244,0.857142857,0.003645833,1683,,,,
DecisionTreeClassifier,91,0.912912913,0.898550725,0.892086331,0.895306859,0.000260417,1662,,,,
LogisticRegression,91,0.768545994,0.673202614,0.786259542,0.725352113,0.002083333,1683,,,,
LogisticRegression,91,0.795795796,0.735099338,0.798561151,0.765517241,0.000260417,1662,,,,
Perceptron,91,0.78041543,0.820224719,0.557251908,0.663636364,0.001041667,1683,,,,
Perceptron,91,0.738738739,0.647727273,0.820143885,0.723809524,0,1662,,,,
RandomForestClassifier,91,0.908011869,0.946428571,0.809160305,0.872427984,0.004427083,1683,,,,
RandomForestClassifier,91,0.930930931,0.953125,0.877697842,0.913857678,0.003125,1662,,,,
GaussianNB,91,0.804154303,0.764227642,0.717557252,0.74015748,0.004166667,1683,,,,
GaussianNB,91,0.648648649,0.56043956,0.73381295,0.635514019,0,1662,,,,
AdaBoostClassifier,91,0.893175074,0.851851852,0.877862595,0.864661654,0.008072917,1683,,,,
AdaBoostClassifier,91,0.915915916,0.905109489,0.892086331,0.898550725,0.00625,1662,,,,
MLPClassifier,91,0.902077151,0.901639344,0.839694656,0.869565217,0.050520833,1683,,,,
MLPClassifier,91,0.915915916,0.899280576,0.899280576,0.899280576,0.0515625,1662,,,,
gradient_boosti,91,0.916913947,0.918699187,0.86259542,0.88976378,0.313802083,1683,,,,
gradient_boosti,91,0.90990991,0.881118881,0.90647482,0.893617021,0.29765625,1662,,,,
GradientBoostingClassifier,91,0.893175074,0.868217054,0.854961832,0.861538462,0.364322917,1683,,,,
GradientBoostingClassifier,91,0.897897898,0.883211679,0.870503597,0.876811594,0.004947917,1662,,,,
SVC,91,0.810089021,0.768,0.732824427,0.75,0.002083333,1683,,,,
SVC,91,0.840840841,0.830769231,0.776978417,0.802973978,0.001822917,1662,,,,
DecisionTreeClassifier,91,0.896142433,0.880952381,0.847328244,0.86381323,0.002864583,1683,,,,
DecisionTreeClassifier,91,0.903903904,0.884892086,0.884892086,0.884892086,0.000260417,1662,,,,
LogisticRegression,91,0.768545994,0.673202614,0.786259542,0.725352113,0.001302083,1683,,,,
LogisticRegression,91,0.795795796,0.735099338,0.798561151,0.765517241,0.000260417,1662,,,,
Perceptron,91,0.78041543,0.820224719,0.557251908,0.663636364,0.00078125,1683,,,,
Perceptron,91,0.738738739,0.647727273,0.820143885,0.723809524,0,1662,,,,
RandomForestClassifier,91,0.902077151,0.929824561,0.809160305,0.865306122,0.005208333,1683,,,,
RandomForestClassifier,91,0.930930931,0.953125,0.877697842,0.913857678,0.002864583,1662,,,,
GaussianNB,91,0.804154303,0.764227642,0.717557252,0.74015748,0.003645833,1683,,,,
GaussianNB,91,0.648648649,0.56043956,0.73381295,0.635514019,0,1662,,,,
AdaBoostClassifier,91,0.893175074,0.851851852,0.877862595,0.864661654,0.007291667,1683,,,,
AdaBoostClassifier,91,0.915915916,0.905109489,0.892086331,0.898550725,0.00625,1662,,,,
MLPClassifier,91,0.913946588,0.93220339,0.839694656,0.883534137,0.04765625,1683,,,,
MLPClassifier,91,0.918918919,0.911764706,0.892086331,0.901818182,0.029947917,1662,,,,
gradient_boosti,91,0.916913947,0.918699187,0.86259542,0.88976378,0.301041667,1683,,,,
gradient_boosti,91,0.90990991,0.881118881,0.90647482,0.893617021,0.242708333,1662,,,,
GradientBoostingClassifier,91,0.893175074,0.868217054,0.854961832,0.861538462,0.310677083,1683,,,,
GradientBoostingClassifier,91,0.897897898,0.883211679,0.870503597,0.876811594,0.004947917,1662,,,,
SVC,91,0.810089021,0.768,0.732824427,0.75,0.002083333,1683,,,,
SVC,91,0.840840841,0.830769231,0.776978417,0.802973978,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.893175074,0.86259542,0.86259542,0.86259542,0.003125,1683,,,,
DecisionTreeClassifier,91,0.912912913,0.892857143,0.899280576,0.896057348,0.000260417,1662,,,,
LogisticRegression,91,0.768545994,0.673202614,0.786259542,0.725352113,0.001822917,1683,,,,
LogisticRegression,91,0.795795796,0.735099338,0.798561151,0.765517241,0.000260417,1662,,,,
Perceptron,91,0.78041543,0.820224719,0.557251908,0.663636364,0.00078125,1683,,,,
Perceptron,91,0.738738739,0.647727273,0.820143885,0.723809524,0.000260417,1662,,,,
RandomForestClassifier,91,0.902077151,0.915254237,0.824427481,0.86746988,0.005729167,1683,,,,
RandomForestClassifier,91,0.930930931,0.953125,0.877697842,0.913857678,0.003125,1662,,,,
GaussianNB,91,0.804154303,0.764227642,0.717557252,0.74015748,0.004166667,1683,,,,
GaussianNB,91,0.648648649,0.56043956,0.73381295,0.635514019,0,1662,,,,
AdaBoostClassifier,91,0.893175074,0.851851852,0.877862595,0.864661654,0.007291667,1683,,,,
AdaBoostClassifier,91,0.915915916,0.905109489,0.892086331,0.898550725,0.00625,1662,,,,
MLPClassifier,91,0.916913947,0.912,0.870229008,0.890625,0.047395833,1683,,,,
MLPClassifier,91,0.912912913,0.898550725,0.892086331,0.895306859,0.033072917,1662,,,,
gradient_boosti,91,0.916913947,0.918699187,0.86259542,0.88976378,0.301041667,1683,,,,
gradient_boosti,91,0.90990991,0.881118881,0.90647482,0.893617021,0.26484375,1662,,,,
GradientBoostingClassifier,91,0.893175074,0.868217054,0.854961832,0.861538462,0.328385417,1683,,,,
GradientBoostingClassifier,91,0.897897898,0.883211679,0.870503597,0.876811594,0.00546875,1662,,,,
End,,,,,,,,,,,
SVC,91,0.771513353,0.711267606,0.737226277,0.724014337,0.002083333,1683,,,,
SVC,91,0.837837838,0.848739496,0.737226277,0.7890625,0.001822917,1662,,,,
DecisionTreeClassifier,91,0.881305638,0.900826446,0.795620438,0.84496124,0.00390625,1683,,,,
DecisionTreeClassifier,91,0.906906907,0.907692308,0.861313869,0.883895131,0.000260417,1662,,,,
LogisticRegression,91,0.78041543,0.693251534,0.824817518,0.753333333,0.00234375,1683,,,,
LogisticRegression,91,0.837837838,0.794326241,0.817518248,0.805755396,0.000260417,1662,,,,
Perceptron,91,0.694362018,0.598837209,0.751824818,0.666666667,0.001302083,1683,,,,
Perceptron,91,0.774774775,0.656565657,0.948905109,0.776119403,0.000520833,1662,,,,
RandomForestClassifier,91,0.866468843,0.889830508,0.766423358,0.823529412,0.004947917,1683,,,,
RandomForestClassifier,91,0.921921922,0.974358974,0.832116788,0.897637795,0.003125,1662,,,,
GaussianNB,91,0.786350148,0.76,0.693430657,0.72519084,0.004166667,1683,,,,
GaussianNB,91,0.57957958,0.490909091,0.591240876,0.536423841,0,1662,,,,
AdaBoostClassifier,91,0.866468843,0.843283582,0.824817518,0.833948339,0.0078125,1683,,,,
AdaBoostClassifier,91,0.921921922,0.958677686,0.846715328,0.899224806,0.006510417,1662,,,,
MLPClassifier,91,0.878338279,0.893442623,0.795620438,0.841698842,0.038802083,1683,,,,
MLPClassifier,91,0.915915916,0.929133858,0.861313869,0.893939394,0.031510417,1662,,,,
gradient_boosti,91,0.90504451,0.906976744,0.854014599,0.879699248,0.26328125,1683,,,,
gradient_boosti,91,0.921921922,0.974358974,0.832116788,0.897637795,0.2765625,1662,,,,
GradientBoostingClassifier,91,0.890207715,0.867647059,0.861313869,0.864468864,0.3421875,1683,,,,
GradientBoostingClassifier,91,0.903903904,0.926829268,0.832116788,0.876923077,0.005208333,1662,,,,
SVC,91,0.771513353,0.711267606,0.737226277,0.724014337,0.002083333,1683,,,,
SVC,91,0.837837838,0.848739496,0.737226277,0.7890625,0.002083333,1662,,,,
DecisionTreeClassifier,91,0.884272997,0.89516129,0.810218978,0.850574713,0.003645833,1683,,,,
DecisionTreeClassifier,91,0.897897898,0.893129771,0.854014599,0.873134328,0.000260417,1662,,,,
LogisticRegression,91,0.78041543,0.693251534,0.824817518,0.753333333,0.001302083,1683,,,,
LogisticRegression,91,0.837837838,0.794326241,0.817518248,0.805755396,0.000260417,1662,,,,
Perceptron,91,0.694362018,0.598837209,0.751824818,0.666666667,0.001302083,1683,,,,
Perceptron,91,0.774774775,0.656565657,0.948905109,0.776119403,0,1662,,,,
RandomForestClassifier,91,0.872403561,0.898305085,0.773722628,0.831372549,0.004166667,1683,,,,
RandomForestClassifier,91,0.924924925,0.982758621,0.832116788,0.901185771,0.002864583,1662,,,,
GaussianNB,91,0.786350148,0.76,0.693430657,0.72519084,0.004427083,1683,,,,
GaussianNB,91,0.57957958,0.490909091,0.591240876,0.536423841,0,1662,,,,
AdaBoostClassifier,91,0.866468843,0.843283582,0.824817518,0.833948339,0.007291667,1683,,,,
AdaBoostClassifier,91,0.921921922,0.958677686,0.846715328,0.899224806,0.00625,1662,,,,
MLPClassifier,91,0.878338279,0.887096774,0.802919708,0.842911877,0.0546875,1683,,,,
MLPClassifier,91,0.903903904,0.906976744,0.854014599,0.879699248,0.052604167,1662,,,,
gradient_boosti,91,0.90504451,0.906976744,0.854014599,0.879699248,0.275,1683,,,,
gradient_boosti,91,0.921921922,0.974358974,0.832116788,0.897637795,0.25703125,1662,,,,
GradientBoostingClassifier,91,0.890207715,0.867647059,0.861313869,0.864468864,0.328645833,1683,,,,
GradientBoostingClassifier,91,0.903903904,0.926829268,0.832116788,0.876923077,0.005208333,1662,,,,
SVC,91,0.771513353,0.711267606,0.737226277,0.724014337,0.002083333,1683,,,,
SVC,91,0.837837838,0.848739496,0.737226277,0.7890625,0.00234375,1662,,,,
DecisionTreeClassifier,91,0.884272997,0.915254237,0.788321168,0.847058824,0.00390625,1683,,,,
DecisionTreeClassifier,91,0.90990991,0.921259843,0.854014599,0.886363636,0.000260417,1662,,,,
LogisticRegression,91,0.78041543,0.693251534,0.824817518,0.753333333,0.001302083,1683,,,,
LogisticRegression,91,0.837837838,0.794326241,0.817518248,0.805755396,0.001822917,1662,,,,
Perceptron,91,0.694362018,0.598837209,0.751824818,0.666666667,0.003125,1683,,,,
Perceptron,91,0.774774775,0.656565657,0.948905109,0.776119403,0.000260417,1662,,,,
RandomForestClassifier,91,0.872403561,0.912280702,0.759124088,0.828685259,0.0046875,1683,,,,
RandomForestClassifier,91,0.924924925,0.982758621,0.832116788,0.901185771,0.002864583,1662,,,,
GaussianNB,91,0.786350148,0.76,0.693430657,0.72519084,0.00390625,1683,,,,
GaussianNB,91,0.57957958,0.490909091,0.591240876,0.536423841,0,1662,,,,
AdaBoostClassifier,91,0.866468843,0.843283582,0.824817518,0.833948339,0.01015625,1683,,,,
AdaBoostClassifier,91,0.921921922,0.958677686,0.846715328,0.899224806,0.006510417,1662,,,,
MLPClassifier,91,0.881305638,0.864661654,0.839416058,0.851851852,0.048177083,1683,,,,
MLPClassifier,91,0.915915916,0.929133858,0.861313869,0.893939394,0.027604167,1662,,,,
gradient_boosti,91,0.90504451,0.906976744,0.854014599,0.879699248,0.26953125,1683,,,,
gradient_boosti,91,0.921921922,0.974358974,0.832116788,0.897637795,0.20078125,1662,,,,
GradientBoostingClassifier,91,0.890207715,0.867647059,0.861313869,0.864468864,0.271875,1683,,,,
GradientBoostingClassifier,91,0.903903904,0.926829268,0.832116788,0.876923077,0.004947917,1662,,,,
29.03.2023,full_combined_dataset,,,,severe imbalance,,,,,,
DecisionTreeClassifier,91,0.998855847,0.586206897,0.278688525,0.377777778,0.378125,489442,,,,
DecisionTreeClassifier,91,0.903903904,0.838235294,0.919354839,0.876923077,0.000520833,1662,,,,
LogisticRegression,91,0.809304416,0.00517637,0.795081967,0.010285775,0.28671875,489442,,,,
LogisticRegression,91,0.804804805,0.685534591,0.879032258,0.770318021,0.000260417,1662,,,,
Perceptron,91,0.998866063,0.627906977,0.221311475,0.327272727,0.01328125,489442,,,,
Perceptron,91,0.822822823,0.755905512,0.774193548,0.764940239,0,1662,,,,
RandomForestClassifier,91,0.998866063,0.593220339,0.286885246,0.386740331,2.21953125,489442,,,,
RandomForestClassifier,91,0.93993994,0.926229508,0.911290323,0.918699187,0.005208333,1662,,,,
GaussianNB,91,0.96454147,0.015059369,0.426229508,0.029090909,0.031510417,489442,,,,
GaussianNB,91,0.627627628,0.5,0.717741935,0.589403974,0,1662,,,,
AdaBoostClassifier,91,0.99889671,0.675,0.221311475,0.333333333,2.584895833,489442,,,,
AdaBoostClassifier,91,0.915915916,0.858208955,0.927419355,0.891472868,0.0109375,1662,,,,
MLPClassifier,91,0.99875369,0,0,0,0.240104167,489442,,,,
MLPClassifier,91,0.930930931,0.879699248,0.943548387,0.910505837,0.03984375,1662,,,,
gradient_boosti,91,0.99475937,0.101832994,0.409836066,0.163132137,0.254427083,489442,,,,
gradient_boosti,91,0.933933934,0.8984375,0.927419355,0.912698413,0.2546875,1662,,,,
GradientBoostingClassifier,91,0.998018163,0.1,0.073770492,0.08490566,2.647916667,489442,,,,
GradientBoostingClassifier,91,0.90990991,0.850746269,0.919354839,0.88372093,0.0078125,1662,,,,
end of sever imbalanced dataset,,,,,,,,,,,
